total_accesses,clock,amat,l1_hits,l1_misses,l1_miss_pct,vc_hits,vc_misses,l2_hits,l2_misses,l2_miss_pct,llc_hits,llc_misses,llc_miss_pct,dram_accesses,dram_prefetch_accesses,prefetch_issued,prefetch_redundant,prefetch_useful,prefetch_timely,prefetch_late,prefetch_wasted_evicted,prefetch_accuracy_pct,prefetch_timeliness_pct,useful_data_evictions,victim_entries,extra_storage_bytes
700000,82665212,118.09316,297943,402057,57.43671428571429,0,0,13472,388585,96.64923132789629,141499,247086,63.58608798589755,247086,0,0,0,0,0,0,0,0.0,0.0,765916,0,0
700000,82664224,118.09174857142857,297943,402057,57.43671428571429,76,401981,13396,388585,96.66750418552121,141499,247086,63.58608798589755,247086,0,0,0,0,0,0,0,0.0,0.0,1167121,8,512
700000,82663340,118.09048571428572,297943,402057,57.43671428571429,144,401913,13328,388585,96.6838594422176,141499,247086,63.58608798589755,247086,0,0,0,0,0,0,0,0.0,0.0,1167045,16,1024
700000,82661520,118.08788571428572,297943,402057,57.43671428571429,284,401773,13188,388585,96.71754946200964,141499,247086,63.58608798589755,247086,0,0,0,0,0,0,0,0.0,0.0,1166889,32,2048
700000,82658543,118.08363285714286,297943,402057,57.43671428571429,513,401544,12959,388585,96.77270734963042,141499,247086,63.58608798589755,247086,0,0,0,0,0,0,0,0.0,0.0,1166628,64,4096
